"","word","freq","logfreq","mlu","wordcount","args"
"358","ammorta",6.80156435980275e-06,-11.8983579193282,15.5,7,"Italian"
"359","ammortato",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"360","amor",3.40078217990138e-06,-12.5915050998881,4,4,"Italian"
"361","amore",0.000431899336847475,-7.74731801342951,5.62204724409449,5,"Italian"
"362","ampe",6.80156435980275e-06,-11.8983579193282,3,4,"Italian"
"363","an",2.38054752593096e-05,-10.6455949508328,6.85714285714286,2,"Italian"
"364","ana",3.40078217990138e-06,-12.5915050998881,18,3,"Italian"
"365","ananas",6.80156435980275e-06,-11.8983579193282,7.5,6,"Italian"
"366","anatra",1.36031287196055e-05,-11.2052107387682,11.5,6,"Italian"
"367","anatre",1.36031287196055e-05,-11.2052107387682,8.75,6,"Italian"
"368","anatrine",6.80156435980275e-06,-11.8983579193282,16,8,"Italian"
"369","anatroccolini",3.40078217990138e-06,-12.5915050998881,2,13,"Italian"
"370","anc",3.40078217990138e-06,-12.5915050998881,14,3,"Italian"
"371","ancacca",3.40078217990138e-06,-12.5915050998881,3,7,"Italian"
"372","anch'",0.000170039108995069,-8.67948209445996,7.38,5,"Italian"
"373","anch'io",1.36031287196055e-05,-11.2052107387682,4,7,"Italian"
"374","anche",0.00438360822989288,-5.42988309694891,8.24127230411171,5,"Italian"
"375","ancora",0.00180921611970753,-6.31486161054646,6.57894736842105,6,"Italian"
"376","andando",6.80156435980276e-05,-9.59577282633411,6.35,7,"Italian"
"377","andar",3.06070396191124e-05,-10.3942805225519,8.33333333333333,5,"Italian"
"378","andarci",1.70039108995069e-05,-10.982067187454,8.2,7,"Italian"
"379","andare",0.000734568950858697,-7.21622669220394,8.14814814814815,6,"Italian"
"380","andarlo",6.80156435980275e-06,-11.8983579193282,9,7,"Italian"
"381","andarono",1.02023465397041e-05,-11.49289281122,14.6666666666667,8,"Italian"
"382","andasse",6.80156435980275e-06,-11.8983579193282,18.5,7,"Italian"
"383","andassi",3.40078217990138e-06,-12.5915050998881,38,7,"Italian"
"384","andata",0.000476109505186193,-7.6498626772788,7.89285714285714,6,"Italian"
"385","andate",5.78132970583234e-05,-9.75829175583189,8.76470588235294,6,"Italian"
"386","andati",0.000292467267471518,-8.13715780363459,10.046511627907,6,"Italian"
"387","andato",0.000486311851725897,-7.62866046962819,7.46153846153846,6,"Italian"
"388","andatura",3.40078217990138e-06,-12.5915050998881,18,8,"Italian"
"389","andava",7.82179901377317e-05,-9.45601088395895,10.2173913043478,6,"Italian"
"390","andavamo",1.36031287196055e-05,-11.2052107387682,11.5,8,"Italian"
"391","andavano",3.40078217990138e-06,-12.5915050998881,33,8,"Italian"
"392","andavi",2.04046930794083e-05,-10.79974563066,7.33333333333333,6,"Italian"
"393","ande",3.40078217990138e-06,-12.5915050998881,6,4,"Italian"
"394","andiamo",0.000710763475599388,-7.24917084792329,6.56937799043062,7,"Italian"
"395","andirivieni",3.40078217990138e-06,-12.5915050998881,6,11,"Italian"
"396","andrà",4.42101683387179e-05,-10.0265557424266,5.92307692307692,5,"Italian"
"397","andrai",1.02023465397041e-05,-11.49289281122,5,6,"Italian"
"398","andranno",1.02023465397041e-05,-11.49289281122,5.66666666666667,8,"Italian"
"399","Andrea",0.000149634415915661,-8.80731546596984,10.3636363636364,6,"Italian"
"400","andrebbe",6.80156435980275e-06,-11.8983579193282,8,8,"Italian"
"401","andremo",1.02023465397041e-05,-11.49289281122,7,7,"Italian"
"402","andrò",3.40078217990138e-06,-12.5915050998881,10,5,"Italian"
"403","ane",3.40078217990138e-06,-12.5915050998881,1,3,"Italian"
"404","anelli",2.04046930794083e-05,-10.79974563066,8,6,"Italian"
"405","anellino",3.40078217990138e-06,-12.5915050998881,7,8,"Italian"
"406","anello",1.02023465397041e-05,-11.49289281122,6,6,"Italian"
"407","Angela",3.40078217990138e-06,-12.5915050998881,4,6,"Italian"
"408","Angelo",3.06070396191124e-05,-10.3942805225519,9.44444444444444,6,"Italian"
"409","anghio",6.80156435980275e-06,-11.8983579193282,3,6,"Italian"
"410","angianda",6.80156435980275e-06,-11.8983579193282,2.5,8,"Italian"
"411","angiolino",3.40078217990138e-06,-12.5915050998881,11,9,"Italian"
"412","angolino",1.70039108995069e-05,-10.982067187454,7.8,8,"Italian"
"413","angolo",1.36031287196055e-05,-11.2052107387682,5,6,"Italian"
"414","angoscia",6.80156435980275e-06,-11.8983579193282,10,8,"Italian"
"415","ani",3.40078217990138e-06,-12.5915050998881,4,3,"Italian"
"416","anima",3.40078217990138e-06,-12.5915050998881,2,5,"Italian"
"417","animalacci",6.80156435980275e-06,-11.8983579193282,13.5,10,"Italian"
"418","animale",0.000204046930794083,-8.497160537666,7.43333333333333,7,"Italian"
"419","animaletti",0.000200646148614181,-8.51396765598238,8.11864406779661,10,"Italian"
"420","animalettini",3.40078217990138e-06,-12.5915050998881,11,12,"Italian"
"421","animaletto",4.76109505186193e-05,-9.95244777027284,6.64285714285714,10,"Italian"
"422","animali",0.000408093861588165,-7.80401335710606,8.525,7,"Italian"
"423","animalini",5.10117326985207e-05,-9.88345489878589,9.26666666666667,9,"Italian"
"424","animalino",1.70039108995069e-05,-10.982067187454,6.4,9,"Italian"
"425","animaloni",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"426","animati",6.80156435980275e-06,-11.8983579193282,5,7,"Italian"
"427","Anita",2.38054752593096e-05,-10.6455949508328,6.28571428571429,5,"Italian"
"428","anna",6.80156435980275e-06,-11.8983579193282,1,4,"Italian"
"429","Anna",0.000618942356742051,-7.38749841281131,10.1263736263736,4,"Italian"
"430","annaffia",3.40078217990138e-06,-12.5915050998881,2,8,"Italian"
"431","annaffiatoio",2.04046930794083e-05,-10.79974563066,6.5,12,"Italian"
"432","Annalisa",3.40078217990138e-06,-12.5915050998881,25,8,"Italian"
"433","Annamaria",3.40078217990138e-06,-12.5915050998881,12,9,"Italian"
"434","annegato",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"435","anni",9.52219010372386e-05,-9.2593005897129,6.42857142857143,4,"Italian"
"436","anniamo",3.40078217990138e-06,-12.5915050998881,2,7,"Italian"
"437","annnaffiatoio",3.40078217990138e-06,-12.5915050998881,6,13,"Italian"
"438","anno",5.10117326985207e-05,-9.88345489878589,10.6666666666667,4,"Italian"
"439","annodi",3.40078217990138e-06,-12.5915050998881,16,6,"Italian"
"440","annodo",3.40078217990138e-06,-12.5915050998881,6,6,"Italian"
"441","annoia",3.40078217990138e-06,-12.5915050998881,7,6,"Italian"
"442","annoiando",3.40078217990138e-06,-12.5915050998881,11,9,"Italian"
"443","annoiano",3.40078217990138e-06,-12.5915050998881,10,8,"Italian"
"444","annoiata",3.40078217990138e-06,-12.5915050998881,3,8,"Italian"
"445","antenna",1.36031287196055e-05,-11.2052107387682,10.75,7,"Italian"
"446","anteriori",6.80156435980275e-06,-11.8983579193282,7.5,9,"Italian"
"447","antiche",3.40078217990138e-06,-12.5915050998881,8,7,"Italian"
"448","anticipo",3.40078217990138e-06,-12.5915050998881,6,8,"Italian"
"449","antipatico",1.36031287196055e-05,-11.2052107387682,4.25,10,"Italian"
"450","antiscivolo",2.7206257439211e-05,-10.5120635582083,8.625,11,"Italian"
"451","Antonella",3.40078217990138e-06,-12.5915050998881,21,9,"Italian"
"452","Antoniana",6.80156435980275e-06,-11.8983579193282,4,9,"Italian"
"453","Antonietta",1.02023465397041e-05,-11.49289281122,3.33333333333333,10,"Italian"
"454","Antonio",0.00012242815847645,-9.00798616143199,6.58333333333333,7,"Italian"
"455","anulare",1.02023465397041e-05,-11.49289281122,2,7,"Italian"
"456","anzi",0.000115626594116647,-9.06514457527194,9.79411764705882,4,"Italian"
"457","anziana",3.40078217990138e-06,-12.5915050998881,12,7,"Italian"
"458","anzich",3.40078217990138e-06,-12.5915050998881,14,6,"Italian"
"459","anziché",1.02023465397041e-05,-11.49289281122,13.6666666666667,7,"Italian"
"460","anzitutto",3.40078217990138e-06,-12.5915050998881,8,9,"Italian"
"461","aoh",3.40078217990138e-06,-12.5915050998881,5,3,"Italian"
"462","Apa",3.40078217990138e-06,-12.5915050998881,2,3,"Italian"
"463","aparte",3.40078217990138e-06,-12.5915050998881,1,6,"Italian"
"464","ape",0.000115626594116647,-9.06514457527194,5.38235294117647,3,"Italian"
"465","Ape",2.04046930794083e-05,-10.79974563066,8.16666666666667,3,"Italian"
"466","aperta",0.000112225811936745,-9.09499753842162,6.33333333333333,6,"Italian"
"467","aperte",3.40078217990138e-06,-12.5915050998881,19,6,"Italian"
"468","aperti",2.38054752593096e-05,-10.6455949508328,7,6,"Italian"
"469","aperto",9.52219010372386e-05,-9.2593005897129,8,6,"Italian"
"470","api",4.42101683387179e-05,-10.0265557424266,4.61538461538461,3,"Italian"
"471","apli",1.02023465397041e-05,-11.49289281122,4,4,"Italian"
"472","apo",1.36031287196055e-05,-11.2052107387682,3,3,"Italian"
"473","appannati",6.80156435980275e-06,-11.8983579193282,40,9,"Italian"
"474","appare",3.40078217990138e-06,-12.5915050998881,14,6,"Italian"
"475","apparecchi",2.04046930794083e-05,-10.79974563066,5.33333333333333,10,"Italian"
"476","apparecchia",4.76109505186193e-05,-9.95244777027284,5.92857142857143,11,"Italian"
"477","apparecchiamo",6.80156435980275e-06,-11.8983579193282,3,13,"Italian"
"478","apparecchiare",1.70039108995069e-05,-10.982067187454,6.6,13,"Italian"
"479","apparecchiato",3.40078217990138e-06,-12.5915050998881,6,13,"Italian"
"480","apparecchio",3.40078217990138e-06,-12.5915050998881,2,11,"Italian"
"481","appello",3.40078217990138e-06,-12.5915050998881,5,7,"Italian"
"482","appena",0.000156435980275463,-8.76286370339901,8.93478260869565,6,"Italian"
"483","appendiamo",3.40078217990138e-06,-12.5915050998881,14,10,"Italian"
"484","appesa",1.02023465397041e-05,-11.49289281122,5,6,"Italian"
"485","appesi",3.40078217990138e-06,-12.5915050998881,6,6,"Italian"
"486","appeso",6.80156435980275e-06,-11.8983579193282,3,6,"Italian"
"487","appetito",6.80156435980275e-06,-11.8983579193282,7,8,"Italian"
"488","appiccicare",6.80156435980275e-06,-11.8983579193282,9,11,"Italian"
"489","appiccicato",3.40078217990138e-06,-12.5915050998881,11,11,"Italian"
"490","appiccicosa",3.40078217990138e-06,-12.5915050998881,5,11,"Italian"
"491","appiccicume",3.40078217990138e-06,-12.5915050998881,9,11,"Italian"
"492","applausi",3.40078217990138e-06,-12.5915050998881,13,8,"Italian"
"493","applauso",6.80156435980275e-06,-11.8983579193282,11,8,"Italian"
"494","appoggi",1.70039108995069e-05,-10.982067187454,13,7,"Italian"
"495","appoggia",1.36031287196055e-05,-11.2052107387682,14.75,8,"Italian"
"496","appoggialo",1.02023465397041e-05,-11.49289281122,7.33333333333333,10,"Italian"
"497","appoggiamo",1.70039108995069e-05,-10.982067187454,9,10,"Italian"
"498","appoggiata",3.40078217990138e-06,-12.5915050998881,13,10,"Italian"
"499","appoggiato",1.36031287196055e-05,-11.2052107387682,9,10,"Italian"
"500","appoggio",1.36031287196055e-05,-11.2052107387682,6.5,8,"Italian"
"501","apposita",3.40078217990138e-06,-12.5915050998881,8,8,"Italian"
"502","apposta",2.7206257439211e-05,-10.5120635582083,10.5,7,"Italian"
"503","apposto",3.40078217990138e-06,-12.5915050998881,1,7,"Italian"
"504","appunto",2.7206257439211e-05,-10.5120635582083,19.875,7,"Italian"
"505","appure",3.40078217990138e-06,-12.5915050998881,8,6,"Italian"
"506","apra",3.40078217990138e-06,-12.5915050998881,5,4,"Italian"
"507","aprano",3.40078217990138e-06,-12.5915050998881,10,6,"Italian"
"508","apre",0.000282264920931814,-8.1726644920915,8.2289156626506,4,"Italian"
"509","apri",0.000374086039789152,-7.89102473409569,5.64545454545455,4,"Italian"
"510","apri'",3.40078217990138e-06,-12.5915050998881,8,5,"Italian"
"511","apriamo",6.46148614181262e-05,-9.64706612072166,4.68421052631579,7,"Italian"
"512","apriamolo",3.40078217990138e-06,-12.5915050998881,8,9,"Italian"
"513","aprila",3.40078217990138e-05,-10.2889200068941,4,6,"Italian"
"514","aprile",6.80156435980275e-06,-11.8983579193282,6,6,"Italian"
"515","aprilo",1.70039108995069e-05,-10.982067187454,5,6,"Italian"
"516","aprimi",3.40078217990138e-06,-12.5915050998881,3,6,"Italian"
"517","aprirà",3.40078217990138e-06,-12.5915050998881,3,6,"Italian"
"518","aprire",0.000231253188233294,-8.371997394712,6.42647058823529,6,"Italian"
"519","apriri",3.40078217990138e-06,-12.5915050998881,3,6,"Italian"
"520","aprirli",3.40078217990138e-06,-12.5915050998881,16,7,"Italian"
"521","aprirlo",1.36031287196055e-05,-11.2052107387682,5,7,"Italian"
"522","aprirono",3.40078217990138e-06,-12.5915050998881,22,8,"Italian"
"523","aprirsi",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"524","aprite",3.40078217990138e-06,-12.5915050998881,11,6,"Italian"
"525","apriva",6.80156435980275e-06,-11.8983579193282,17,6,"Italian"
"526","apro",0.000105424247576943,-9.15751789540296,4.51612903225806,4,"Italian"
"527","aprono",2.38054752593096e-05,-10.6455949508328,12.1428571428571,6,"Italian"
"528","aquario",3.40078217990138e-06,-12.5915050998881,4,7,"Italian"
"529","aquila",6.12140792382248e-05,-9.70113334199194,5.61111111111111,6,"Italian"
"530","aquile",3.40078217990138e-06,-12.5915050998881,4,6,"Italian"
"531","aquilotti",3.40078217990138e-06,-12.5915050998881,12,9,"Italian"
"532","aquilotto",6.80156435980275e-06,-11.8983579193282,8.5,9,"Italian"
"533","ar",3.40078217990138e-06,-12.5915050998881,4,2,"Italian"
"534","arancia",2.04046930794083e-05,-10.79974563066,8.66666666666667,7,"Italian"
"535","aranciata",2.04046930794083e-05,-10.79974563066,5.5,9,"Italian"
"536","arancie",3.40078217990138e-06,-12.5915050998881,7,7,"Italian"
"537","arancio",2.04046930794083e-05,-10.79974563066,3.33333333333333,7,"Italian"
"538","arancione",0.000258459445672505,-8.26077175960177,6.71052631578947,9,"Italian"
"539","arancioni",2.38054752593096e-05,-10.6455949508328,8.85714285714286,9,"Italian"
"540","arare",3.40078217990138e-06,-12.5915050998881,10,5,"Italian"
"541","Archimede",3.06070396191124e-05,-10.3942805225519,7.11111111111111,9,"Italian"
"542","arco",1.02023465397041e-05,-11.49289281122,12.3333333333333,4,"Italian"
"543","Arduino",3.40078217990138e-06,-12.5915050998881,10,7,"Italian"
"544","areoplano",1.02023465397041e-05,-11.49289281122,7.33333333333333,9,"Italian"
"545","aretto",3.40078217990138e-06,-12.5915050998881,7,6,"Italian"
"546","argomenti",3.40078217990138e-06,-12.5915050998881,6,9,"Italian"
"547","aria",9.18211188573372e-05,-9.29566823388377,8.03703703703704,4,"Italian"
"548","Arianna",1.02023465397041e-05,-11.49289281122,11,7,"Italian"
"549","Arietta",3.40078217990138e-06,-12.5915050998881,7,7,"Italian"
"550","arma",3.40078217990138e-06,-12.5915050998881,16,4,"Italian"
"551","armadietto",3.40078217990138e-06,-12.5915050998881,2,10,"Italian"
"552","armadino",6.80156435980275e-06,-11.8983579193282,11,8,"Italian"
"553","armadio",2.7206257439211e-05,-10.5120635582083,7.5,7,"Italian"
"554","armare",1.70039108995069e-05,-10.982067187454,3.4,6,"Italian"
"555","Arno",1.02023465397041e-05,-11.49289281122,4.66666666666667,4,"Italian"
"556","arpa",1.70039108995069e-05,-10.982067187454,6,4,"Italian"
"557","arr",1.02023465397041e-05,-11.49289281122,8.33333333333333,3,"Italian"
"558","arrabbi",3.40078217990138e-06,-12.5915050998881,11,7,"Italian"
"559","arrabbia",2.7206257439211e-05,-10.5120635582083,10.5,8,"Italian"
"560","arrabbiare",2.7206257439211e-05,-10.5120635582083,6.375,10,"Italian"
"561","arrabbiarti",1.70039108995069e-05,-10.982067187454,7,11,"Italian"
"562","arrabbiata",3.74086039789152e-05,-10.1936098270897,7.90909090909091,10,"Italian"
"563","arrabbiati",3.40078217990138e-06,-12.5915050998881,8,10,"Italian"
"564","arrabbiatissima",3.40078217990138e-06,-12.5915050998881,3,15,"Italian"
"565","arrabbiato",9.52219010372386e-05,-9.2593005897129,6.89285714285714,10,"Italian"
"566","arrabbiava",3.40078217990138e-06,-12.5915050998881,11,10,"Italian"
"567","arrabbio",6.80156435980275e-06,-11.8983579193282,4.5,8,"Italian"
"568","arrabiato",6.80156435980275e-06,-11.8983579193282,11,9,"Italian"
"569","arrampica",2.7206257439211e-05,-10.5120635582083,8.25,9,"Italian"
"570","arrampicare",3.40078217990138e-06,-12.5915050998881,9,11,"Italian"
"571","arrampicarsi",3.40078217990138e-06,-12.5915050998881,5,12,"Italian"
"572","arrampicata",3.40078217990138e-06,-12.5915050998881,6,11,"Italian"
"573","arrampicati",3.40078217990138e-06,-12.5915050998881,6,11,"Italian"
"574","arrampicato",6.80156435980275e-06,-11.8983579193282,9.5,11,"Italian"
"575","arrampichi",2.04046930794083e-05,-10.79974563066,4.5,10,"Italian"
"576","arrangiati",3.40078217990138e-06,-12.5915050998881,6,10,"Italian"
"577","arreggi",1.36031287196055e-05,-11.2052107387682,13,7,"Italian"
"578","arreggiglieli",3.40078217990138e-06,-12.5915050998881,11,13,"Italian"
"579","arreggiti",3.40078217990138e-06,-12.5915050998881,2,9,"Italian"
"580","arreggo",3.40078217990138e-06,-12.5915050998881,7,7,"Italian"
"581","arriccia",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"582","arriva",0.000299268831831321,-8.1141682854099,8.68181818181818,6,"Italian"
"583","arrivando",3.06070396191124e-05,-10.3942805225519,7,9,"Italian"
"584","arrivano",2.04046930794083e-05,-10.79974563066,13.6666666666667,8,"Italian"
"585","arrivare",4.76109505186193e-05,-9.95244777027284,12,8,"Italian"
"586","arrivarono",3.40078217990138e-06,-12.5915050998881,22,10,"Italian"
"587","arrivasse",3.40078217990138e-06,-12.5915050998881,10,9,"Italian"
"588","arrivata",5.78132970583234e-05,-9.75829175583189,7.76470588235294,8,"Italian"
"589","arrivati",4.76109505186193e-05,-9.95244777027284,6.35714285714286,8,"Italian"
"590","arrivato",0.000129229722836252,-8.95391894016172,8.23684210526316,8,"Italian"
"591","arrivava",1.36031287196055e-05,-11.2052107387682,14.75,8,"Italian"
"592","arrivederci",1.02023465397041e-05,-11.49289281122,2.66666666666667,11,"Italian"
"593","arriverá",3.40078217990138e-06,-12.5915050998881,4,8,"Italian"
"594","arriverà",6.80156435980275e-06,-11.8983579193282,3,8,"Italian"
"595","arrivi",3.40078217990138e-05,-10.2889200068941,11.6,6,"Italian"
"596","arrivo",3.74086039789152e-05,-10.1936098270897,7.09090909090909,6,"Italian"
"597","arrosto",3.40078217990138e-06,-12.5915050998881,6,7,"Italian"
"598","arrotoli",3.40078217990138e-06,-12.5915050998881,2,8,"Italian"
"599","artificio",6.80156435980275e-06,-11.8983579193282,7.5,9,"Italian"
"600","artigli",3.40078217990138e-06,-12.5915050998881,9,7,"Italian"
"601","ascella",1.70039108995069e-05,-10.982067187454,5.6,7,"Italian"
"602","ascelle",1.02023465397041e-05,-11.49289281122,7,7,"Italian"
"603","asciuga",1.02023465397041e-05,-11.49289281122,5,7,"Italian"
"604","asciugagli",3.40078217990138e-06,-12.5915050998881,3,10,"Italian"
"605","asciugaglieli",6.80156435980275e-06,-11.8983579193282,7.5,13,"Italian"
"606","asciugaglielo",3.40078217990138e-06,-12.5915050998881,7,13,"Italian"
"607","asciugala",3.40078217990138e-06,-12.5915050998881,4,9,"Italian"
"608","asciugali",3.40078217990138e-06,-12.5915050998881,6,9,"Italian"
"609","asciugamanino",3.40078217990138e-06,-12.5915050998881,6,13,"Italian"
"610","asciugamano",5.78132970583234e-05,-9.75829175583189,8.70588235294118,11,"Italian"
"611","asciugando",3.40078217990138e-06,-12.5915050998881,4,10,"Italian"
"612","asciugano",1.36031287196055e-05,-11.2052107387682,9,9,"Italian"
"613","asciugare",1.36031287196055e-05,-11.2052107387682,7.75,9,"Italian"
"614","asciugargli",3.40078217990138e-06,-12.5915050998881,5,11,"Italian"
"615","asciugarla",3.40078217990138e-06,-12.5915050998881,11,10,"Italian"
"616","asciugarlo",6.80156435980275e-06,-11.8983579193282,6,10,"Italian"
"617","asciugate",3.40078217990138e-06,-12.5915050998881,14,9,"Italian"
